relpath,writer,source,script,kind
bhh_004/bhh_004_g_01.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_02.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_03.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_04.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_05.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_06.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_07.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_08.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_09.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_10.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_11.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_12.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_13.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_14.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_15.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_16.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_17.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_18.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_19.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_20.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_21.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_22.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_23.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004/bhh_004_g_24.png,bhh_004,bhsig260_hindi,devanagari,genuine
bhh_004_forg/bhh_004_f_01.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_02.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_03.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_04.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_05.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_06.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_07.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_08.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_09.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_10.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_11.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_12.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_13.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_14.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_15.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_16.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_17.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_18.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_19.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_20.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_21.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_22.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_23.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_24.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_25.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_26.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_27.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_28.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_29.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_004_forg/bhh_004_f_30.png,bhh_004,bhsig260_hindi,devanagari,forged
bhh_005/bhh_005_g_01.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_02.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_03.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_04.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_05.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_06.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_07.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_08.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_09.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_10.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_11.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_12.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_13.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_14.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_15.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_16.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_17.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_18.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_19.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_20.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_21.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_22.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_23.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005/bhh_005_g_24.png,bhh_005,bhsig260_hindi,devanagari,genuine
bhh_005_forg/bhh_005_f_01.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_02.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_03.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_04.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_05.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_06.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_07.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_08.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_09.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_10.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_11.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_12.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_13.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_14.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_15.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_16.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_17.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_18.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_19.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_20.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_21.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_22.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_23.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_24.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_25.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_26.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_27.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_28.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_29.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_005_forg/bhh_005_f_30.png,bhh_005,bhsig260_hindi,devanagari,forged
bhh_006/bhh_006_g_01.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_02.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_03.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_04.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_05.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_06.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_07.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_08.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_09.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_10.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_11.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_12.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_13.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_14.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_15.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_16.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_17.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_18.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_19.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_20.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_21.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_22.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_23.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006/bhh_006_g_24.png,bhh_006,bhsig260_hindi,devanagari,genuine
bhh_006_forg/bhh_006_f_01.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_02.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_03.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_04.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_05.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_06.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_07.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_08.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_09.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_10.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_11.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_12.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_13.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_14.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_15.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_16.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_17.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_18.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_19.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_20.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_21.png,bhh_006,bhsig260_hindi,devanagari,forged
bhh_006_forg/bhh_006_f_22.png,bhh_006,bhsig260_hindi,devanagari,forged
